2026-05-26 06:39:01.089 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:38.512 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:38.614 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:39.087 [   DEBUG] (           server.py:  98) Received [1510] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:39.090 [   DEBUG] (             sink.py: 198) Sink received pickle of [1510] bytes from data server [('127.0.0.1', 30101)].
2026-05-26 10:39:39.091 [   DEBUG] (             sink.py: 226) Sink queued pickle of [1510] bytes.
2026-05-26 10:39:39.100 [   DEBUG] (             sink.py: 343) pop returning new data
2026-05-26 10:39:39.845 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:40.123 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:39:41.147 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:39:41.575 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:41.575 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:41.576 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:41.577 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:41.577 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:41.578 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:41.579 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:41.629 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:42.103 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:42.169 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:39:42.725 [   DEBUG] (           server.py:  98) Received [1510] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:42.728 [   DEBUG] (             sink.py: 198) Sink received pickle of [1510] bytes from data server [('127.0.0.1', 30101)].
2026-05-26 10:39:42.731 [   DEBUG] (             sink.py: 226) Sink queued pickle of [1510] bytes.
2026-05-26 10:39:42.737 [   DEBUG] (             sink.py: 343) pop returning new data
2026-05-26 10:39:42.863 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:43.768 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:39:44.629 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:44.630 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:44.630 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:44.631 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:44.631 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:44.632 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:44.632 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:44.646 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:44.782 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:39:45.751 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:45.811 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:39:45.889 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:46.375 [   DEBUG] (           server.py:  98) Received [1510] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:46.378 [   DEBUG] (             sink.py: 198) Sink received pickle of [1510] bytes from data server [('127.0.0.1', 30101)].
2026-05-26 10:39:46.380 [   DEBUG] (             sink.py: 226) Sink queued pickle of [1510] bytes.
2026-05-26 10:39:46.392 [   DEBUG] (             sink.py: 343) pop returning new data
2026-05-26 10:39:47.423 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:39:47.645 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:47.646 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:47.646 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:47.666 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:47.666 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:47.667 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:47.667 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:47.668 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:48.448 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:39:48.905 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:49.389 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:49.465 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:39:50.060 [   DEBUG] (           server.py:  98) Received [1510] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:50.063 [   DEBUG] (             sink.py: 198) Sink received pickle of [1510] bytes from data server [('127.0.0.1', 30101)].
2026-05-26 10:39:50.065 [   DEBUG] (             sink.py: 226) Sink queued pickle of [1510] bytes.
2026-05-26 10:39:50.072 [   DEBUG] (             sink.py: 343) pop returning new data
2026-05-26 10:39:50.688 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:50.688 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:50.689 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:50.690 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:50.690 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:50.713 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:50.714 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:50.714 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:51.102 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:39:51.922 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:52.121 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:39:53.090 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:53.124 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:39:53.723 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:53.723 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:53.724 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:53.724 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:53.725 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:53.725 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:53.726 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:53.726 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:54.132 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:39:54.940 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:55.150 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:39:56.098 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:56.149 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:39:56.776 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:56.776 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:56.777 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:56.777 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:56.778 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:56.778 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:56.778 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:56.779 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:57.161 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:39:57.963 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:58.174 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:39:59.110 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:59.186 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:39:59.842 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:59.843 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:59.843 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:59.844 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:59.844 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:59.845 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:59.846 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:39:59.846 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:00.193 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:40:00.963 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:01.206 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:40:02.149 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:02.217 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:40:02.869 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:02.870 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:02.870 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:02.870 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:02.871 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:02.872 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:02.872 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:02.872 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:03.228 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:40:03.984 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:04.243 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:40:05.149 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:05.254 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:40:05.942 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:05.943 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:05.944 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:05.946 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:05.948 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:05.948 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:05.949 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:05.949 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:06.268 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:40:07.001 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:07.276 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:40:08.158 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:08.277 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:40:09.001 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:09.002 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:09.002 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:09.003 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:09.003 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:09.005 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:09.005 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:09.006 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:09.288 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:40:10.022 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:10.312 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:40:11.171 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:11.322 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:40:12.020 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:12.020 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:12.020 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:12.041 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:12.042 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:12.042 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:12.042 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:12.043 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:12.335 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:40:13.044 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:13.344 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:40:14.185 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:14.351 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:40:15.062 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:15.063 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:15.063 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:15.064 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:15.065 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:15.081 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:15.081 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:15.082 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:15.366 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:40:16.059 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:16.375 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:40:17.199 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:17.401 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:40:18.107 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:18.108 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:18.109 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:18.110 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:18.111 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:18.111 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:18.111 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:18.111 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:18.414 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:40:19.056 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:19.425 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:40:20.207 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:20.436 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:40:21.146 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:21.147 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:21.147 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:21.147 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:21.148 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:21.149 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:21.149 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:21.150 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:21.447 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:40:22.066 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:22.448 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:40:23.213 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:23.455 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:40:24.184 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:24.184 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:24.185 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:24.186 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:24.187 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:24.187 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:24.187 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:24.188 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:24.470 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:40:25.073 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:25.485 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:40:26.223 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:26.496 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:40:27.222 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:27.223 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:27.223 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:27.224 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:27.224 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:27.225 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:27.226 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:27.226 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:27.510 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:40:28.081 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:28.525 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:40:29.232 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:29.520 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:40:30.236 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:30.236 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:30.236 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:30.257 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:30.257 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:30.258 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:30.259 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:30.260 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:30.533 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:40:31.099 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:31.544 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:40:32.235 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:32.556 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:40:33.261 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:33.261 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:33.262 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:33.262 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:33.262 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:33.263 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:33.280 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:33.280 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:33.549 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:40:34.101 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:34.560 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:40:35.252 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:35.557 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 10:40:36.267 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:36.288 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 10:40:36.289 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
